"","id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","group"
"184",762143,"Hidden lakeview oasis downtown",4017316,"Patricia","Waterfront Communities-The Island",43.63757,-79.39253,1,93,180,6,987,0.08,1,166,1
"185",762427,"Central, beside subway, indoor pool and sauna",1591140,"Christina","Mount Pleasant West",43.70541,-79.39508,1,76,5,43,171,0.5,2,197,2
"186",771141,"Studio Loft/Walk to Eaton Center",4068231,"Margaret","Moss Park",43.65649,-79.3715,1,76,28,25,46,0.3,3,216,2
"187",775965,"T.O WEST END",1581404,"Jessica Joy","Roncesvalles",43.65394,-79.44922,1,95,14,3,167,0.07,1,363,2
"188",776320,"Modern loft-style apt. in Little-Palmerston home",4094364,"Ashwini","Palmerston-Little Italy",43.66237,-79.41412,1,150,5,59,25,1.75,2,0,2
"189",777132,"Nice view in uptown Toronto!",1664833,"Olivia","Don Valley Village",43.77563,-79.34923,3,68,1,76,4,0.89,1,292,4
"190",778990,"1B + Office w/ Large Private Patio",1919294,"Toronto Suite Rentals","Waterfront Communities-The Island",43.64091,-79.39595,1,148,5,10,45,0.18,83,149,2
"191",779670,"Rosedale, Furnished Modern 4 Bdrm House",4111007,"Stephanie","Rosedale-Moore Park",43.67687,-79.38436,1,400,5,1,281,0.11,1,165,2
"192",783079,"Adventure Travel Room with Privacy",2139510,"Phalakone","Junction Area",43.67374,-79.46945,3,49,3,13,1829,0.15,1,88,1
"193",783951,"King West designer 1 bedroom condo",588352,"Igor","Waterfront Communities-The Island",43.64289,-79.39922,1,130,35,13,122,0.15,1,164,2
"194",787074,"Stylish Penthouse with Stunning Lake and City View",258360,"Tracy","Junction Area",43.666,-79.46477,1,114,360,61,557,0.7,2,364,1
"195",788710,"Luxury Toronto Apartment ",844281,"Richard","High Park-Swansea",43.64503,-79.45254,1,80,14,1,2542,0.01,1,0,1
"196",789266,"Walk to Trendy Eateries from a Vibrant Apartment",3921786,"Michelle","Junction Area",43.66528,-79.47276,1,125,2,68,48,2.63,1,157,2
"197",790590,"Stylish 1 Bedroom Suite + Parking",1919294,"Toronto Suite Rentals","Waterfront Communities-The Island",43.64091,-79.39595,1,148,10,13,634,0.17,83,89,2
"198",790887,"Yonge & Wellesley Prime Downtown Shared Apartment",2056128,"Robert","Bay Street Corridor",43.66455,-79.38533,3,84,1,205,5,2.53,2,274,3
"199",791012,"1+ den near CN Tower w/ parking",4167411,"Andie","Waterfront Communities-The Island",43.64071,-79.39318,1,130,2,4,1644,0.07,1,0,1
"200",791485,"Cute rm w/breakfast, Toronto subway",4169949,"Tammy","Blake-Jones",43.67421,-79.3418,3,64,1,75,117,1.26,1,355,4
"201",794506,"Beautiful suite in Downtown Toronto",4186011,"Oron","Waterfront Communities-The Island",43.63989,-79.39035,1,150,3,36,152,0.51,1,0,2
"202",796501,"Stunning modern bachelor apartment",4195876,"Dale","Casa Loma",43.68249,-79.4046,3,159,1,90,45,1.15,2,363,2
"203",812922,"Large Bright Room - Great Window - in Toronto Home",3431521,"Sandra","Roncesvalles",43.64142,-79.43952,3,45,2,52,833,0.64,2,133,1
"204",815663,"Walk to CN Tower/Rogers Centre",1301725,"Gisella & Cesar","Waterfront Communities-The Island",43.64633,-79.39261,1,141,3,37,45,0.47,2,44,2
"205",818228,"Private Room in Downtown Toronto RM2",4297691,"Graeme","Dovercourt-Wallace Emerson-Junction",43.65854,-79.44323,3,45,1,315,17,3.97,3,352,3
"206",819957,"Dovercourt Village Holiday",4306694,"Alex","Dovercourt-Wallace Emerson-Junction",43.66744,-79.42984,3,70,3,6,215,0.08,1,87,2
"207",819981,"Quiet, Sunny, Cozy & Eco 1 bedroom",4306837,"Laura","Dufferin Grove",43.65217,-79.43591,1,45,1,25,524,0.77,1,0,1
"208",820177,"Little Italy 1 Bedroom Apt - Excellent Location!",149566,"Vinita + Joe","Palmerston-Little Italy",43.65696,-79.42003,1,87,2,34,153,0.39,2,291,2
"209",822085,"Beautiful Deluxe Toronto Home",4316883,"Scott","Rosedale-Moore Park",43.68885,-79.37839,1,981,3,7,194,0.12,1,356,2
"210",826801,"A Cozy Room in Beautiful Apartment",4336212,"Renu","Niagara",43.63528,-79.40189,3,95,7,19,22,0.44,2,0,2
"211",829737,"Modern Downtown Two Bedroom July 2019",349619,"Cristina","Regent Park",43.66101,-79.36323,1,85,4,5,198,0.17,3,0,2
"212",832458,"Cozy Quiet Apartment, Plenty of Tea",4357559,"Robin","Palmerston-Little Italy",43.65474,-79.42532,1,90,3,163,41,1.87,1,0,3
"213",833588,"Lovely place in prime Yorkville",4361863,"Henry","Annex",43.67034,-79.39203,1,98,14,6,98,0.08,1,288,2
"214",834150,"Cosy room in a funky apartment",3491443,"Lauren","Little Portugal",43.65132,-79.43274,3,45,2,34,644,0.39,2,0,1
"215",835116,"Comfy 1BD Great Location! Park Free",2019357,"Tyrone","South Riverdale",43.66336,-79.34374,1,109,1,22,1610,0.25,1,0,1
"216",840235,"Modern Canadiana Cottage by the Park",4073298,"Elyssa","High Park-Swansea",43.64495,-79.47587,1,78,1,157,50,2.74,1,298,3
"217",843521,"Forest Hill Village Condo",4403844,"Alana","Forest Hill South",43.68911,-79.41412,1,135,2,108,399,1.37,1,0,2
"218",849500,"Central Downtown room with views",4435131,"Olivia","Moss Park",43.65243,-79.36779,3,80,5,134,114,1.58,1,281,3
"219",850109,"2rm suite (Br+Liv) Fairview Mall 15min to subway H",65479,"Irene","Pleasant View",43.78025,-79.32878,3,33,1,11,107,0.15,6,326,4
"220",850246,"Comfy bright room in Toronto @ Don Mills subway Y",65479,"Irene","Pleasant View",43.7797,-79.32882,3,24,7,5,1004,0.06,6,352,4
"221",855991,"HOTEL ALTERNATIVE accommodation",4477219,"Vas","Church-Yonge Corridor",43.65301,-79.37899,1,160,2,8,188,0.12,4,365,2
"222",864006,"Large 2BR -Charming Arts Apartment",3491443,"Lauren","Little Portugal",43.65188,-79.4324,1,99,3,121,96,1.45,2,26,2
"223",864104,"Chic Downtown Toronto Apartment",4451791,"Kojenwa","Palmerston-Little Italy",43.65806,-79.42713,3,102,7,13,107,0.16,3,365,2
"224",864193,"Big Room with King Bed and mattres ",4534248,"Nida","Newtonbrook West",43.78345,-79.44525,3,117,1,19,25,2.5,1,0,4
"225",864479,"Perfect location in Toronto!!!",4536555,"Sean","Broadview North",43.68564,-79.3579,1,129,5,4,1424,0.05,1,358,1
"226",872128,"LUXURY2Bedrm/2Bath/2Level/1Prk-Loft",4599751,"Mia","Niagara",43.6381,-79.41828,1,148,365,180,1309,2.14,2,0,1
"227",880158,"3 bedroom house in Toronto Beach",4575743,"Anne","Woodbine Corridor",43.66838,-79.31301,1,160,2,1,1300,0.02,1,0,1
"228",883109,"Your home in the heart of Toronto",4517569,"Laurie And Martin","Playter Estates-Danforth",43.68241,-79.3525,1,300,3,6,895,0.07,1,0,1
"229",885347,"Cheap and Cheerful on the Lake!",4692027,"Vera C","Mimico (includes Humber Bay Shores)",43.61336,-79.48741,3,23,1,10,336,0.16,1,2,2
"230",890149,"Perfectly located city home",2377994,"Leah + Kanishka","Dovercourt-Wallace Emerson-Junction",43.66342,-79.42836,1,200,5,10,560,0.12,1,0,1
"231",892352,"Panoramic Views in Huge Loft with Two Bedrooms and Parking.",4448135,"Matthew","Kensington-Chinatown",43.65043,-79.39693,1,255,3,235,6,3.01,1,155,3
"232",908807,"Great Danforth apt - parking & view",4871479,"Jodi","Playter Estates-Danforth",43.67773,-79.36127,1,164,1,68,141,0.8,1,179,2
"233",921746,"West Downtown Toronto Cozy Home",2518768,"Sari","South Parkdale",43.63807,-79.44431,3,50,5,20,200,0.24,2,232,2
"234",925491,"Suite Toronto Luxury Downtown Condo",4232814,"Oscar","Waterfront Communities-The Island",43.64352,-79.38145,1,99,1,667,13,7.83,2,229,3
"235",927129,"Clean Modern Walkable-1BR Riverdale",4988876,"Britta","Blake-Jones",43.67058,-79.34093,1,90,3,50,76,0.59,1,0,2
"236",934523,"★ Amazing Downtown Suite next to Union, CN Tower ★",187320,"Downtown Suite Living","Waterfront Communities-The Island",43.64248,-79.38133,1,130,29,14,41,0.28,10,230,2
"237",940553,"Artistic Apartment With Tranquil Garden Oasis and Patio",1631066,"Susanne","Casa Loma",43.67681,-79.411,1,183,4,29,886,0.35,2,0,1
"238",941071,"Beautiful and Spacious Danforth Village Home",5086802,"Kathleen","Greenwood-Coxwell",43.6828,-79.32503,1,269,5,7,196,0.09,1,39,2
"239",950053,"PAN AM PENTHOUSE WITH SKYLINE VIEWS",5153529,"Adrian","Regent Park",43.65747,-79.35645,1,160,183,10,1445,0.13,2,350,1
"240",954475,"1 BR-Close to Yonge & Eglinton 101",1854872,"Raja","Flemingdon Park",43.72107,-79.33604,3,40,2,28,154,0.33,4,290,4
"241",954935,"Furnished 1 Bedroom Appartment",5186386,"Kc","South Riverdale",43.66491,-79.3355,1,87,30,23,133,0.28,1,239,2
"242",955073,"YONGE - DUNDAS Fully Furnished",4477219,"Vas","Church-Yonge Corridor",43.65435,-79.37952,1,170,2,10,188,0.37,4,365,2
"243",955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,"Sam","Waterfront Communities-The Island",43.64585,-79.39164,1,1000,1,61,79,0.75,2,219,2
"244",956250,"Lovely fully detached private house",5066966,"Amanda","Dufferin Grove",43.65356,-79.43441,1,380,3,4,701,0.05,1,67,1
"245",959676,"Artists 1br Church/Alexander St",5214021,"Mike","Church-Yonge Corridor",43.66445,-79.37991,1,133,4,29,1601,0.36,2,365,1
"246",960627,"Triple-bed Private Room FREE PARKING @King/Spadina",2929374,"Bert","Waterfront Communities-The Island",43.64651,-79.39433,3,65,1,39,108,0.47,3,0,2
"247",961974,"Chic! in the Entertainment District",1805882,"Elisabeth","Waterfront Communities-The Island",43.64465,-79.3898,1,296,21,7,405,0.11,4,41,2
"248",977495,"Toronto East End Apart. in Greek Town - Cosy Nest",5348675,"Elizabeth","Playter Estates-Danforth",43.67985,-79.36058,1,84,14,8,560,0.1,1,249,2
"249",985003,"Prime Leslieville 1 Bdrm in house",2396097,"Jeff (Jean-Francois)","South Riverdale",43.66699,-79.33757,1,72,7,71,54,0.88,2,257,2
"250",985072,"Recently Renovated Studio Apartment",1019538,"Stefan","Little Portugal",43.64587,-79.43386,1,80,1,154,77,1.85,2,354,3
"251",985498,"1+ Den - Entertainment District",5407081,"Wayne","Waterfront Communities-The Island",43.64421,-79.39108,1,91,2,227,6,2.72,2,51,3
"252",985648,"Private bedroom in Brockton Village.",5242437,"Kristin","Dufferin Grove",43.6513,-79.43749,3,99,1,1,2354,0.01,1,364,1
"253",986506,"Sunny Danforth Apartment",5413926,"Lesley","North Riverdale",43.67564,-79.35682,3,99,3,13,181,0.26,1,60,2
"254",987647,"BRIGHT STYLISH 1 BDRM BALCONY EXCELLENT LOCATION!",3258547,"Dannah","Rosedale-Moore Park",43.68509,-79.38388,1,135,3,15,941,0.19,1,0,1
"255",990322,"Upscale, fantastic private gem",377962,"Coreen","Humewood-Cedarvale",43.68363,-79.42522,1,98,14,24,13,0.35,2,286,2
"256",992783,"Luxury 1+1 BDR - ICON 1",1718194,"Shaz And Kanwal","Waterfront Communities-The Island",43.6453,-79.39092,2,159,4,38,88,0.45,33,75,2
"257",996139,"Luxury Waterfront Studio Condo (Long-Term Rental)",5472668,"Lily","Mimico (includes Humber Bay Shores)",43.62641,-79.47662,1,201,25,15,691,0.18,1,78,1
"258",1001438,"Private bedroom Queen W/Toronto Western Hospital",3131000,"Janet","Trinity-Bellwoods",43.64822,-79.40732,3,60,3,138,40,1.69,1,149,3
"259",1003798,"Bright & Spacious Private Room",5520616,"Carolina & Martha","Banbury-Don Mills",43.7264,-79.3268,3,50,7,8,161,0.32,1,350,4
"260",1009656,"Bloorcourt Village Apt. longer-term accommodations",5554523,"Holly & Chad","Dovercourt-Wallace Emerson-Junction",43.66723,-79.43208,1,125,28,171,308,2.07,1,215,3
"261",1012527,"Scandinavian Cottage in the City",5518435,"Darya","Niagara",43.64601,-79.40979,1,530,3,6,98,0.15,1,0,2
"262",1015594,"Bachelor Apartment in the Annex ",4202607,"Wali","Annex",43.66951,-79.41674,1,61,3,25,271,0.3,1,43,2
"263",1016125,"❊ Awesome Room in Vibrant Area ❊",5591756,"Jaclyn","Trinity-Bellwoods",43.65352,-79.41543,3,76,1,101,51,1.24,2,31,2
"264",1020521,"Simple. Modern. Clean.",2834321,"Shara","Dovercourt-Wallace Emerson-Junction",43.66294,-79.42175,1,125,3,14,999,0.18,1,74,1
"265",1022764,"Beautiful Davisville Toronto Home",5630548,"Daniel","Mount Pleasant East",43.70676,-79.3819,1,431,7,17,204,0.22,1,365,2
"266",1026288,"Cottage feel in the city ! Upper Beaches Toronto.",5650274,"Eileen","East End-Danforth",43.68263,-79.29767,1,105,7,3,899,0.1,1,0,1
"267",1026693,"Modern 1 Bedroom Condo + Park Views",1919294,"Toronto Suite Rentals","Niagara",43.6386,-79.41682,1,148,5,12,20,0.17,83,143,2
"268",1033151,"The Great Gerrard - Paris Suite",377846,"Nick & Nena","East End-Danforth",43.68142,-79.30519,1,65,3,36,33,0.44,10,315,2
"269",1036076,"Luxury Apt, Garden,small Dog welcome, Ev Charger",4468895,"Melanie","Willowdale East",43.76671,-79.40468,1,87,24,22,86,0.34,1,301,4
"270",1037034,"Hip 3bdrm house with yard+garage",5709010,"Jode","Dovercourt-Wallace Emerson-Junction",43.66542,-79.42109,1,251,3,58,37,0.72,1,0,2
"271",1038085,"Private room & BR in centralToronto",5713708,"Yvette","Humewood-Cedarvale",43.68447,-79.4232,3,70,1,162,51,2.14,1,155,3
"272",1038285,"Liberty Village 2FL open concept",876036,"Ennis","Niagara",43.63401,-79.41465,1,150,28,16,529,0.2,1,177,2
"273",1042311,"1 Bedroom in Leslieville Toronto!",5736902,"Christine","South Riverdale",43.66823,-79.33875,1,99,4,26,1138,0.34,1,72,1
"274",1043324,"Stylish 1+1 BDR Fully Furnished DT-Cn Tower",1718194,"Shaz And Kanwal","Waterfront Communities-The Island",43.64422,-79.3897,1,141,7,74,42,0.89,33,89,2
"275",1053365,"Bsmt, Toronto Don Mills subway Fairview Mall A+ R",65479,"Irene","Pleasant View",43.77958,-79.32842,3,40,7,2,2104,0.03,6,334,1
"276",1053817,"Divine Downtown Centre with a VIEW",113345,"Adela","Waterfront Communities-The Island",43.64807,-79.37417,1,200,86,79,158,0.97,5,365,2
"277",1053838,"A Beautiful Private Guest Room Downtown Toronto",2741400,"Rk","Palmerston-Little Italy",43.65521,-79.41654,3,45,1,152,55,1.87,4,360,3
"278",1057144,"Beautiful Toronto Home opp Park",265033,"Vivienne And Michael","Dufferin Grove",43.65803,-79.43175,1,135,5,6,1205,0.09,1,358,1
"279",1058442,"2 Bedroom Penthouse Downtown",1805882,"Elisabeth","Church-Yonge Corridor",43.65234,-79.37901,1,300,7,2,564,0.03,4,83,1
"280",1066060,"Entire home in Toronto",1618054,"Nick","Woodbine Corridor",43.668,-79.31431,1,215,14,1,168,0.18,1,208,2
"281",1066205,"Downtown East One Bdrm and Spacious Bath",4010527,"Diane","Moss Park",43.65543,-79.37106,1,190,28,22,158,0.53,5,133,2
"282",1066718,"PRIVATE: Bath/Garden&View/Parking/Quiet",5867364,"Emil","Niagara",43.64248,-79.4053,1,85,2,460,36,5.57,1,340,3
"283",1080121,"Downtown Suite with the Best Views in the City",672978,"Katy","Waterfront Communities-The Island",43.64156,-79.38024,1,186,2,512,23,6.41,2,326,3
"284",1090758,"Furnished JR Luxury 2 Bedroom Condo",1919294,"Toronto Suite Rentals","Bayview Village",43.76845,-79.38029,1,148,5,4,688,0.08,83,89,4
"285",1092407,"Great Gerrard - Mona Lisa Suite",377846,"Nick & Nena","East End-Danforth",43.68157,-79.30515,1,76,4,31,5,0.38,10,341,2
"286",1094362,"Charming 1 bedroom  w/ Jacuzzi",4315269,"Lalo","Oakwood Village",43.68305,-79.43522,1,80,14,117,533,1.77,2,178,2
"287",1100282,"your friendly neighbourhood stay!",2367548,"Sun","Dovercourt-Wallace Emerson-Junction",43.66419,-79.42354,1,89,2,208,12,2.58,1,87,3
"288",1101055,"Central  Sunny Room with a Sunset View",6048680,"Cynthia","Little Portugal",43.65091,-79.43511,3,70,2,36,131,0.44,4,335,2
"289",1110760,"The Great Gerrard - New York Suite",377846,"Nick & Nena","East End-Danforth",43.68226,-79.30685,1,69,4,24,173,0.29,10,336,2
"290",1124771,"Central Apt in Little Italy",6169927,"Erin","Palmerston-Little Italy",43.65801,-79.41931,1,90,28,164,43,1.99,1,0,3
"291",1134877,"Rose Garden B&B, Toronto",6225610,"Doug","Annex",43.67227,-79.4145,3,141,1,6,1258,0.07,2,200,1
"292",1142246,"Furnished condo downtown Toronto",6264339,"Simon","Niagara",43.63662,-79.40539,1,101,3,2,281,0.05,2,365,2
"293",1144283,"Cozy Bedroom In house",6175788,"Victoria","Danforth East York",43.68961,-79.33502,3,50,2,24,77,0.3,1,317,4
"294",1145641,"Annex/Little Italy Private Room",4966594,"Mark","Palmerston-Little Italy",43.66146,-79.40985,3,54,20,15,198,0.19,1,41,2
"295",1150719,"Garden Apt. with parking 2night min",6306986,"William","South Riverdale",43.65695,-79.34762,1,115,1,35,146,0.43,1,312,2
"296",1156413,"Charming Victorian House: High Park",1590126,"Melissa  Slatkoff","Roncesvalles",43.64367,-79.44319,1,245,2,27,584,0.33,2,0,1
"297",1161888,"NYC Style Loft in the heart of Toronto ..",1478241,"Stephanie","Niagara",43.63301,-79.41741,1,102,3,97,185,1.42,1,19,2
"298",1162890,"Downtown West~Elegant Private Suite",6369663,"Tracy & Kate","Dovercourt-Wallace Emerson-Junction",43.67153,-79.43931,1,76,2,284,35,3.48,1,359,3
"299",1163516,"A Woman's Guest Room in The Annex 1",5175157,"Anne","Annex",43.67347,-79.40323,3,72,28,3,1294,0.04,2,89,1
"300",1163556,"Urban cottage in the heart of the city",6373335,"Max","Yorkdale-Glen Park",43.70541,-79.4435,1,175,5,1,323,0.09,1,63,2
"301",1163664,"Danforth - 1 bedroom apartment",5942147,"Becky","North Riverdale",43.67635,-79.35515,1,99,2,4,1655,0.06,1,0,1
"302",1165585,"Toronto BEACHES Home- 2 Bedrooms ",1508497,"Jason","The Beaches",43.67329,-79.28268,1,228,14,34,1953,0.42,1,106,1
"303",1170889,"COOL SPOT TORONTO-GRT DEAL-HIP HOOD",6410636,"Deb","Palmerston-Little Italy",43.65728,-79.42626,3,98,3,15,55,0.19,1,365,2
"304",1173944,"Large Open-Concept One-Bedroom Flat",1410677,"Robert ('R.J.')","Little Portugal",43.64866,-79.42446,1,121,5,26,168,0.32,3,43,2
"305",1174138,"Open-Concept One-Bedroom Flat",1410677,"Robert ('R.J.')","Little Portugal",43.6489,-79.42545,1,99,5,34,76,0.46,3,43,2
"306",1177149,"*RARE FIND* 'NEW' Loft in Downtown East",946529,"Share My Home","Regent Park",43.66017,-79.36395,1,109,28,33,129,0.49,2,289,2
"307",1179469,"Oasis in Heart of Kensington Market",569339,"Cara","Kensington-Chinatown",43.65466,-79.40343,3,168,1,68,166,0.85,3,365,2
"308",1179509,"Bright + New Kensington Market Room",569339,"Cara","Kensington-Chinatown",43.65408,-79.40216,3,95,1,98,66,1.21,3,365,2
"309",1180678,"Convenient JR 2 Bedroom Condo (B)",1919294,"Toronto Suite Rentals","Newtonbrook West",43.77994,-79.41936,1,168,30,1,1984,0.02,83,267,1
"310",1186655,"Bright Roomy Leslieville Townhouse",6488491,"James","South Riverdale",43.66434,-79.34093,1,180,3,15,1295,0.19,1,0,1
"311",1194561,"Cozy Private Room in Film Distric",6527771,"Trixie","South Riverdale",43.66305,-79.33233,3,46,3,27,77,0.35,2,114,2
"312",1194984,"Spacious Room and Private Bath",6530148,"Lin","Roncesvalles",43.64546,-79.44156,3,65,2,24,903,0.3,1,88,1
"313",1196880,"Happy Downtown Lower Penthouse",6539250,"Jennifer","Niagara",43.64211,-79.41044,1,95,7,11,296,0.2,1,137,2
"314",1202734,"3 beds @ Kensington w. free parking",2929374,"Bert","Kensington-Chinatown",43.65623,-79.3986,1,80,1,395,15,4.85,3,0,3
"315",1206312,"Private Retreat Toronto: Yonge & Lawrence",4009559,"Jennifer","Lawrence Park South",43.72247,-79.40353,3,70,3,30,150,0.38,1,364,4
"316",1209935,"Downtown Apt  Historic Cabbagetown",6607550,"Tony","Cabbagetown-South St.James Town",43.66514,-79.36964,1,186,3,18,193,0.27,1,229,2
"317",1214144,"Large room & bath in penthouse",6627847,"Sheldon","Church-Yonge Corridor",43.66483,-79.38388,3,99,1,135,81,1.71,1,289,3
"318",1214297,"Beautiful Lower level/ Basement Apt - 2 bedroom",3604846,"Wies","High Park-Swansea",43.65351,-79.45461,1,205,3,20,240,0.27,5,318,2
"319",1219457," Bachelor 231 Fort York BLVD 2410",6652723,"Cathy","Niagara",43.63673,-79.40567,1,125,2,3,168,0.37,1,365,2
"320",1222291,"Charming Victorian Home (Annex)",6596909,"Ruth","Palmerston-Little Italy",43.66075,-79.41275,1,150,7,1,1650,0.02,1,0,1
"321",1226374,"Harbourfront Condo - CN Tower View!",1415439,"Tricia","Waterfront Communities-The Island",43.64024,-79.39315,1,159,90,54,539,0.67,1,191,1
"322",1236305,"Stylish DT Condo",6739062,"Toronto Condo","Rosedale-Moore Park",43.6715,-79.38517,1,170,1,3,1293,0.06,3,365,1
"323",1242683,"Beautiful spacious west end house",6773217,"Alexa","Little Portugal",43.64815,-79.43502,1,175,3,28,181,0.5,1,42,2
"324",1243421,"Large 2BR + 2Bath Corner Suite",1919294,"Toronto Suite Rentals","Waterfront Communities-The Island",43.64091,-79.39595,1,199,5,18,214,0.22,83,132,2
"325",1254468,"Oasis in Art Area of Queen West.",3406595,"Inger","Trinity-Bellwoods",43.64781,-79.41748,1,111,3,79,27,1.43,2,251,2
"326",1269925,"$ Ultimate House -Location Location",6911938,"Rooz","Parkwoods-Donalda",43.75561,-79.33477,1,270,2,5,165,0.07,1,78,4
"327",1270535,"GROOVY GREEKTOWN GREAT LOCATION!!!!",6744529,"Laura","Playter Estates-Danforth",43.67803,-79.36119,1,66,3,16,41,0.3,3,57,2
"328",1278395,"Large 1BR + Guest Den & Parking",1919294,"Toronto Suite Rentals","Waterfront Communities-The Island",43.63854,-79.39765,1,168,5,8,305,0.12,83,81,2
"329",1278781,"Trendy 2 Bdrm Yorkville Condo w/Pkg",5591734,"Frank","Bay Street Corridor",43.66938,-79.38767,1,220,5,71,89,1.57,1,61,2
"330",1279122,"Cottage in the City, Subway & Park",2960767,"Chris","Humewood-Cedarvale",43.69324,-79.43452,1,200,7,11,976,0.14,2,0,1
